brandM,brandT,brandG,fitSt,fitBo,fitWi,black,lblue,none,price,id
-0.372264379,-0.433632985,-0.062597458,-5.94888274,-8.71132721,-9.685207297,0.1960379,-0.851609543,-9.193212491,-6.479092369,338
-1.722611919,-0.725761814,-2.054377163,-0.120931307,-1.341915689,-1.235326357,-0.180248942,0.054348268,-7.579536997,-4.119905123,339
-1.477095776,-0.709525394,-1.682558583,-2.188163642,-3.174832131,0.233714985,1.139790204,0.935773542,-3.026731234,-2.013078221,341
-1.710945885,-0.867749311,-1.849287376,-3.486445918,-6.13553216,-6.826588289,0.581132617,-1.091873099,-4.101585511,-3.657801679,342
-0.551283593,1.507209726,-0.093853793,-0.980949065,-0.055478939,-2.360139303,-0.037293844,-0.382904047,-11.02594013,-9.037894036,343
-1.428440637,-0.346173325,-1.915126492,4.248466857,0.925863989,3.46741331,0.350451697,-0.342601841,-1.810229078,-3.370547966,344
-1.251149074,0.06638658,-1.367700562,0.348067954,-0.641944845,-0.225217376,0.73455343,0.162681693,-8.007014171,-5.614551111,345
-1.962085543,-2.218362659,-2.803147935,0.86389998,1.191628938,0.973616432,1.29821629,-0.518299277,-2.383023679,-2.958557324,346
-0.934968625,-0.61705408,-1.100538063,-1.108999094,0.312386224,-0.61612078,0.634893193,0.527371336,-5.839019992,-2.830528697,347
-1.092846218,-2.713898523,-1.894111749,0.282240486,-0.218717118,-0.120050364,-0.056862036,-0.220851989,-8.362055699,-5.517937799,348
-0.815817289,-0.358545934,-1.268373918,5.357460926,-1.117290558,-0.847554898,-0.279770861,-0.45599771,-1.841204421,-4.233407373,349
-1.580502815,-0.47189025,-1.909238875,1.402267926,1.385941288,0.967177415,-1.158402453,-0.284917,-10.68760557,-8.398084601,350
0.550488041,-0.12107424,0.806775727,-2.574475026,-5.122580242,-4.689254245,1.577621661,-0.937993085,-5.331901574,-5.51480605,351
-1.453614052,-1.317843928,-1.797532055,-1.79545479,-2.820030181,-4.657969162,0.204643274,0.092485406,-8.186602239,-5.47505377,353
-0.360325033,-0.343698494,-0.393592563,-0.639211518,-0.762422338,-1.903595384,0.368564221,-0.298648468,-8.953006999,-6.423524463,354
-0.59076043,-1.097638245,-0.474286017,-6.102197913,-8.714770004,-9.929814446,0.178779346,-0.625733326,-10.64387508,-8.013040357,355
-1.426426819,0.529442831,-1.207556765,-2.66394746,-1.651020749,-1.947792595,-1.090633712,-0.663086741,-8.609386957,-4.219406661,362
-1.082593748,-1.092559508,-0.968805168,-6.989123334,-9.556948554,-10.49593966,0.137571992,-0.612559293,-9.249630155,-4.720467567,363
-1.32969005,-1.103602294,-1.257468692,-6.866955207,-9.00855543,-10.06181282,-0.017635035,-0.51749543,-9.951474212,-5.01372946,364
-0.766532972,0.433474513,-0.596210727,-0.565010751,-5.554634769,-5.419423779,-1.807319254,-0.26703298,-7.076690807,-4.683079109,366
-0.544701002,-0.284275887,-0.356424097,-4.016905197,-4.906517755,-5.464311447,0.317728269,-0.715349987,-10.02752209,-9.995643304,367
-0.529313482,-0.128216963,-0.670715416,1.659125196,-3.524604902,-3.328825253,0.815922825,-0.242674033,-4.172729178,-5.630381348,368
-1.396647029,0.426987356,-1.215607549,-2.79114551,-3.574109795,-2.575219966,-0.121695456,-0.056728614,-9.635553318,-5.277948153,372
-0.751001434,0.219396783,-1.080268237,5.66669526,-0.450511073,1.302150067,0.138655374,-0.367090071,-0.90970267,-3.02573316,373
-1.09921802,-1.612816109,-1.763461854,2.77763393,-2.029963356,-1.631634664,0.369269564,-0.559393924,-2.184481342,-4.794508954,374
-1.198927236,-0.93697115,-1.389781539,-1.661043846,-6.099359926,-6.59898605,-0.791957436,-0.326715475,-10.9503407,-8.163564406,375
-1.820125852,-1.930019354,-2.173363833,-4.718307965,-7.081964815,-8.181725822,0.567169031,-0.716110889,-7.158476633,-5.006632644,376
-1.172776077,-1.00438875,-1.47941209,-0.210404846,-5.324086534,-4.740217659,-0.89053078,0.562048597,-5.220284196,-3.526560079,377
-0.871500875,-0.656288871,-0.895605575,-2.393943819,-6.416508953,-6.741121715,-1.012445884,-0.373588237,-7.144480907,-4.101971908,379
-0.737764237,-0.070897177,-0.773056359,-0.048038274,-3.427242766,-1.646754163,-0.154197022,-0.396409583,-8.046478721,-4.947534151,382
-0.746723788,-0.794787872,-0.953818385,-0.351905117,-4.329541663,-4.68924437,0.445280476,-0.346229188,-9.828493739,-11.68608259,383
-1.409108615,-1.127692105,-1.947982782,1.918483564,0.87317159,3.293409616,-0.350718869,0.685272799,-0.268570216,-2.225808617,384
0.051471821,-0.513596686,0.326109995,-5.121349063,-6.814937888,-6.523768934,-0.009584093,-0.044680276,-10.5060109,-8.122328269,385
-1.997168134,-2.320350702,-2.548797041,-3.513067264,-6.877191492,-7.309075344,0.522570798,-1.037134791,-6.601546528,-4.152324514,386
-2.165802744,-1.475724386,-2.401550583,-5.009117662,-7.91202068,-8.722826055,-0.583541212,-0.755658758,-6.660960721,-3.109705012,387
-2.307771147,-3.184358753,-3.309197825,-0.772736524,-5.08313195,-5.060715194,0.399882103,-0.140772362,-5.550942071,-3.776185045,389
-3.011602655,-3.388461474,-4.190852,-0.500439516,-0.655496293,-0.20606512,0.213211004,0.099970901,-8.439235782,-3.634399073,390
0.592825583,0.647856564,0.964715748,-0.76846102,-5.580344538,-5.461871297,0.726966629,-1.174265152,-4.157346227,-4.404464626,391
-1.230743905,-1.969320401,-1.721547925,-1.43834821,-5.236410743,-5.817718715,-0.080974305,-0.57689986,-7.638703541,-6.446518549,395
-4.584520749,-4.012820805,-6.151224638,-0.26948066,-0.181929083,-0.359547479,0.996570981,0.053908154,-3.954493878,-2.154704847,397
-1.105142176,0.194041497,-1.252283017,2.006805565,1.838406743,-0.48748612,-0.11295547,-0.052572624,-8.595557705,-13.64758132,398
-0.126494269,-0.676425593,-0.104533282,-2.04451018,-4.300931163,-5.780340466,-0.247432711,-0.324351928,-11.53125424,-9.289885331,399
-1.031418395,-0.213399333,-1.413090128,4.338078027,-1.374151544,-1.073546262,-0.204364281,-0.161365569,-1.619009747,-4.166982438,403
-1.554201301,-1.762896932,-1.955204264,-2.952652696,-5.786112954,-5.900853287,0.854123653,-0.439722133,-2.656933946,-2.427984707,406
-1.124501919,-0.705209618,-1.015919232,-5.324557196,-7.404573567,-8.805165327,-0.258167527,-0.669693506,-10.82057124,-8.852215727,410
0.760738797,-0.836801223,0.552253719,2.320648859,-3.747812901,-2.978551937,1.063355656,-0.466680866,-2.737884767,-5.183565303,411
-0.785725244,-0.163367784,-0.730754171,-1.598905687,-5.694583065,-6.355696966,-0.599725593,-0.314740099,-10.86380866,-8.587559829,412
-2.593053612,-1.05589563,-3.276533688,2.58278185,2.25194101,-0.019904378,-0.540340611,-0.696097259,-6.686324928,-7.716301757,413
-2.137867151,-0.472014203,-2.515842092,0.677612403,1.702376716,0.978237097,0.265559759,-0.331416151,-3.868714116,-3.230804699,414
-0.645640385,-0.162219178,-1.140722727,6.735659985,1.6463631,4.230007348,0.022177876,0.04886246,-1.489166851,-3.475781927,417
-0.866951297,-0.638789674,-0.934604602,-1.789442624,-3.188873996,-4.780865661,-0.713162946,-0.592277691,-7.537761728,-4.620200985,418
-0.730999087,-0.30524143,-0.526299509,-4.785039741,-4.496220176,-6.889779863,0.498065758,-0.581538739,-10.6386531,-5.109306285,419
-0.600741689,0.786042912,-0.251840199,-1.950788717,-2.448462607,-4.628700152,-1.177195462,-0.040283971,-12.5794244,-9.242097146,421
-1.299159848,-1.00033263,-1.714477123,0.771100343,-4.240039263,-4.327719347,1.285921316,-0.51596685,-4.776797103,-3.658625191,427
0.240224221,-0.593815477,0.122779404,0.706884335,1.671329718,0.774341572,0.206688205,-0.014741223,-12.05325459,-12.24809562,428
-1.809262307,0.650867383,-1.907687205,1.695670209,-0.383414548,0.871861746,0.035060724,-0.765652612,-5.218508159,-2.873382764,429
-0.806700927,-0.535190428,-0.95647035,-0.145610086,-1.012863291,-3.193384763,-0.438551498,-0.390533597,-10.74413624,-8.344313684,430
-0.525139455,-0.688164172,-0.927373645,3.702175557,-1.803023642,-1.627646126,0.127612999,-0.69151181,-3.72749027,-6.710656015,431
-0.136261352,-1.102095489,-0.077307279,-4.476767417,-4.727064503,-4.8949091,-0.215777261,-0.492703378,-9.471860146,-4.852463121,436
-0.456885329,-0.366884505,-0.743411554,3.493517333,-1.906107304,-1.916586512,-0.356183947,-0.728885195,-5.898457487,-9.757915098,439
-1.066295467,-0.186955956,-1.245599141,0.932014734,-1.477195604,-1.819961753,0.154701167,0.341010937,-5.50602826,-4.375325174,444
0.274730238,-0.058268398,0.345381223,0.412698512,0.30544548,-0.957788458,-0.254410784,-0.918666346,-6.262948431,-3.169900734,446
-1.143422406,-2.332178501,-1.879444557,0.886643732,0.307691743,-0.798063059,-0.511199648,-0.116784529,-7.951757858,-4.021477284,449
-1.463550816,-1.176139776,-1.946639214,0.853090603,-1.013621508,0.683038601,-0.430115101,0.51899016,-7.990803958,-6.554981364,450
-2.925701055,-1.704422918,-3.629197836,-0.516420112,0.053454605,-0.333487273,-0.645643589,-0.408127347,-6.622492484,-3.527782861,451
-2.575676073,-1.65953799,-3.315372972,0.514139632,0.165459845,1.558075088,0.345076482,-0.129193967,-4.037867218,-2.276274654,453
-2.563312407,-0.625039307,-2.811480797,-2.387704722,-2.961626058,-4.501106066,-0.052383247,-1.003423914,-3.908149655,-3.340700581,459
-0.108390773,1.41686473,0.413613234,-1.312339004,-4.782563385,-3.829964208,0.049515313,-0.845868795,-3.895346406,-2.762401029,460
-2.120227732,-0.454907817,-2.655206047,3.874564215,0.714812424,-0.74546479,-1.222093671,-0.260614315,-3.516078325,-4.523566901,463
-2.718928792,-2.085812877,-3.509940579,-0.112657765,-3.743633582,-3.187371246,-0.642395475,-0.363886834,-4.829935405,-3.188420021,464
0.454189065,0.695279789,0.571106402,3.017838319,1.700564669,-0.512174788,0.137829581,-0.473898249,-5.212734385,-5.973645925,466
-0.545479437,-0.112902538,-0.65889324,1.192119677,-1.003796747,-1.547871265,0.44913882,-0.162098781,-6.464374448,-4.36577023,468
-0.565380526,-0.928229384,-0.966951396,2.565345204,-2.784470967,-2.957579601,0.578658282,-0.921436231,-3.617856256,-4.605048625,472
-1.605067723,-0.563052343,-2.02805582,2.757773249,-2.382135183,-1.87703556,-1.109130565,-0.567715346,-3.007197402,-5.304498846,473
-1.834395609,-0.60122051,-1.837970235,-4.755715309,-7.033717591,-7.880144632,0.3478286,-0.564492835,-5.777836503,-3.415145185,474
-0.258647019,0.572665733,-0.115218385,0.53321982,-0.454758527,0.953972624,0.071649188,-0.373528833,-6.142392514,-3.711195454,475
-0.759500813,-1.389696036,-0.983380998,-2.159262688,-4.678113296,-5.899578819,-0.87209384,-0.425040883,-12.49368588,-9.951716591,476
-0.428978991,0.038573688,-0.443945263,0.561056488,-4.22710678,-4.160017064,0.761274264,-0.319129772,-7.06890905,-4.658606625,477
-0.186281207,-0.451199943,-0.318377057,0.279107221,-1.761383944,-1.22047334,2.295550729,-0.411741246,-4.031978725,-4.469122141,481
-1.417602698,-1.26508318,-1.637324527,-3.393918334,-6.700072188,-6.832870657,0.374002503,-0.095074608,-7.598798572,-3.706416731,491
-0.149248457,0.97312301,0.04057958,1.978934964,-2.085940165,-1.501725236,-0.323684064,-0.255363522,-6.350437568,-9.304312834,492
-2.063165883,-0.943684351,-2.481655766,0.142040845,-4.947970723,-5.179962595,-0.536368615,-0.681585418,-6.715834179,-4.041670925,494
-1.081817598,-0.97161403,-1.318935891,-1.080244301,-5.383589657,-5.588555012,-0.011378603,-0.605999979,-8.295298657,-4.214011854,497
-2.772088567,-1.303869721,-3.51543322,1.921746354,-0.000345123,0.267962185,-0.158840298,-0.081390825,-3.112191012,-3.53560734,499
-3.410320063,-2.47014833,-4.231349765,-2.575301818,-2.129647103,-4.588399734,-0.512782752,-0.587870869,-5.696971283,-3.795582296,501
-0.346124445,0.395051895,-0.046144878,-2.328857279,-5.546506188,-6.971374842,-0.344687961,-0.388628996,-11.2636953,-10.94124563,506
0.913039277,0.628794187,1.240908127,0.163604324,-1.226110017,-2.885113406,0.60094728,-0.010002693,-8.654297722,-7.58923259,514
-1.749626257,-0.276075391,-2.290340805,4.979337734,4.441786105,2.019186903,0.105474541,-0.885712285,-3.468236913,-3.623486698,518
-0.968370695,0.077413472,-1.237935032,3.739230525,-0.034303512,-0.886811712,0.564522813,-0.853194885,-1.45296506,-3.971177161,519
-0.487486957,-0.114356255,-0.768501419,4.352801846,-2.34406623,-1.453309006,-0.387336848,-0.513408849,-2.550971678,-3.376603589,521
-0.786964862,-0.622139817,-0.987336487,0.44705947,-4.305166167,-4.375420837,-0.600655906,-0.19760593,-8.657192258,-5.5992833,522
-2.919305203,-3.180843953,-4.003254069,-0.63899378,-3.909380724,-3.144410212,0.101418137,-0.468502036,-4.411430784,-2.316275015,523
-3.218896387,-3.336653791,-4.448146765,0.726575634,-0.073149199,-0.940871846,-1.142838272,-0.671617089,-6.411915699,-5.13402159,524
-2.113789162,-1.150882496,-2.325470365,-4.040481659,-6.738878149,-7.885924953,-0.415721321,-0.622696382,-7.734711371,-6.164400441,525
-2.52262464,-1.238013711,-2.819408169,-4.105222358,-6.44498815,-7.194925912,0.076602407,-0.280512443,-4.498605715,-2.634262452,526
-0.857904945,-0.577836794,-0.697236503,-5.139532431,-7.609081175,-9.01212799,0.047123338,-0.83400591,-11.28295763,-10.92616052,527
-2.183629608,-0.7629252,-2.55538145,0.058678447,-3.856920035,-4.224897927,-0.871141128,-1.080783047,-3.523526897,-3.823872906,529
-2.097815271,-2.355013872,-2.781386715,-1.857297495,-2.987437342,-4.464921512,0.219522908,-0.732368471,-7.330444429,-7.01467158,530
-1.021164439,0.263028298,-0.866619087,-2.1540485,-5.543670054,-6.244218896,0.450129137,-0.547422908,-7.386042976,-5.493444066,531
-1.08836437,-1.035159093,-1.264168489,-2.586066627,-5.876078131,-5.593454428,0.741813939,-0.168278653,-2.262520505,-2.606725088,536
-2.119216864,-1.73433935,-2.611930987,-1.990190653,-0.974143219,-3.126674931,-1.188598246,-0.947253653,-7.411569838,-3.924039091,537
-2.039804607,-1.797979986,-2.509133988,-2.949140878,-1.866480628,-4.500525421,0.466120369,-0.597227525,-7.899636042,-6.523342678,538
-1.610035065,-1.649870007,-1.993577863,-2.570649841,-6.251442701,-6.862157573,-0.234258561,-0.105965096,-8.578951046,-5.477792265,539
-0.703146853,-0.091270258,-0.835063958,1.041866729,-1.701968967,-0.13817385,1.402195655,-0.822882236,-2.684965948,-3.98904062,546
-1.620087229,-1.025935567,-2.273714757,4.341797553,-1.403466642,-1.110576901,-0.996785416,-0.112176016,-1.954789012,-4.059097043,547
-2.698838106,-2.414217253,-3.562718876,-0.597697129,-3.103235417,-1.363773482,-0.311275976,0.304231523,-5.112006931,-3.289810265,548
-1.415728053,-0.240795025,-1.82365788,4.038854926,-1.834904325,-1.247146578,-0.563004943,-0.48759532,-1.141767609,-2.941505854,550
-0.761898783,-0.999017252,-0.96687456,-1.292406524,-1.219265958,-3.654135195,0.556353538,-0.841616118,-8.717304686,-9.658919472,551
-1.506222039,-1.912947561,-2.100209877,-0.527306879,-0.223797252,2.009899269,0.658632038,-2.252785713,-5.97620388,-2.819389816,553
-1.059357435,-0.882300387,-0.91627625,-6.572914371,-8.989520776,-9.881988745,0.071870696,-0.453850705,-9.689571635,-5.134412138,554
-2.949056414,-2.706139092,-3.927741477,-0.491435138,-1.628380129,-2.37594542,0.261935361,-0.408812716,-6.960639196,-7.257000588,557
-1.013756845,-0.634863083,-0.983309677,-3.826237884,-7.004986957,-7.652064107,0.439940012,-0.582373705,-6.990103762,-4.774373872,559
-3.588510218,-3.158457787,-4.979564142,2.704407398,1.645343176,1.144317307,0.351242263,-0.228578449,-0.957016337,-2.223783556,560
-0.10475127,0.895071945,0.258103984,-1.208293258,-3.957595282,-2.662784193,0.392730757,-0.375732355,-6.925724801,-5.027827894,561
-2.401972169,-2.143448516,-3.150949039,-0.575908899,-1.355741512,-2.210346894,-0.222820845,-0.603727388,-7.374537105,-3.579431155,562
-1.397776464,-1.238700728,-1.63525518,-2.825663131,-5.200614647,-4.784097717,-0.061304598,-0.693954842,-7.225701779,-4.971055243,564
-2.493178223,-2.452004079,-3.401139994,0.530930016,-4.051643358,-4.189431774,0.153826995,-0.536874772,-5.11781628,-4.886906499,567
-1.061179971,-1.551061255,-1.14976324,-5.733936512,-8.296871329,-8.903279626,0.33908076,-0.776321694,-7.116150471,-3.615879696,568
-1.90529201,1.224096965,-1.75431476,-0.131615697,-2.360622483,-1.801594066,0.118515762,0.449065281,-2.38302026,-2.13048013,569
-1.402253257,-0.916889578,-1.750920647,0.141058075,-1.843058241,-3.410897319,0.073069329,-0.437675158,-9.083605457,-10.89358834,570
-0.340244049,0.02333759,-0.296591741,0.092025126,0.326356493,-0.587072188,-1.088740993,-0.367551314,-8.297669858,-4.757975615,577
-0.305843405,0.682643977,-0.112570185,0.068742602,-0.397751002,0.231468015,0.245941611,-0.267259436,-6.602204503,-4.135322835,580
-1.273218799,-0.309480405,-1.63683574,2.696133146,4.38486679,1.481167083,0.690588773,-0.210953372,-4.384688322,-4.870320487,584
-0.279579432,2.539987256,0.404086762,0.186066832,-0.293937057,-0.594677311,-0.066184388,-0.252403829,-6.214324048,-3.636940221,586
-0.159910225,-0.193945078,-0.16670432,-0.10018885,-0.694017568,-1.052852976,0.385829199,-0.296841114,-11.7180967,-10.41339267,590
-2.537125737,-2.493158198,-3.527016613,1.308091747,3.951469536,2.35743857,-0.131159138,-0.892516735,-7.795786351,-4.873389645,599
-0.739001066,0.01570684,-0.923476554,2.494154915,2.573850939,-0.046432435,0.330485254,-0.36439159,-6.754222206,-10.00421478,600
-0.396935911,0.251828534,-0.130551982,-2.350336508,-6.172461303,-6.854115557,-0.761529323,-0.512740974,-11.08510714,-9.922195085,601
-1.187631357,-0.803790094,-1.396847131,-0.997364129,-3.441018582,-4.547658494,-0.570642283,-0.037010712,-7.467062658,-4.97715523,602
-1.50489443,-1.094440178,-1.598085582,-4.444687673,-6.717497201,-8.057065947,-0.75575974,-0.238198385,-11.60318394,-11.19155919,604
0.055165131,-0.345486423,-0.150540976,2.245113668,1.171000985,2.692836933,1.625574399,0.295639435,-4.128484744,-3.420980416,606
-1.685122555,-2.750811387,-2.707156644,2.8300019,1.776253154,-0.222682727,-1.003089877,-0.327839788,-7.353582563,-10.17386487,607
-0.016011441,-0.621719968,-0.213138313,1.633586614,-2.310623677,-1.148409914,0.040427627,-0.277154442,-6.808417229,-10.24631831,608
-2.026153322,-1.754563479,-2.485974092,-2.970670356,-5.942006237,-6.561270603,1.084341003,-0.548596422,-6.980625112,-4.601084779,610
-2.311306127,-0.908554479,-2.991513378,3.193629055,2.212640923,3.987687824,0.574990222,-0.955695612,-2.884538173,-3.025076396,611
-1.192373865,-1.255483535,-1.843371646,3.452235516,-0.59965192,0.850913002,1.118337438,-0.202782162,1.135664985,-2.060437882,612
-0.588827702,0.172576226,-0.528746535,-0.880457434,2.301883147,-0.32967466,1.595371612,-0.421339945,-7.546378675,-5.339715535,613
-1.175325369,-1.480386201,-1.640416157,-0.150347483,-3.573816044,-2.839776881,0.722831955,-0.478512892,-9.567407894,-6.705008873,614
-1.707575549,-2.222789049,-2.445362482,0.032864717,-0.415962336,-1.537613375,0.820211815,-0.847141762,-6.428570905,-7.949571198,615
-1.282230488,-1.60444329,-1.439778525,-5.392815739,-8.138319978,-8.723412873,0.422460271,-0.400997479,-6.8586502,-3.498326439,617
-0.512134145,-1.217047687,-0.911349428,1.372833193,-3.347739882,-3.051181543,0.678065461,-0.679398101,-1.816726569,-3.841140425,618
-0.894682642,0.317607311,-0.669395064,-2.581539743,-6.167512359,-6.966328151,-0.258973686,-0.41190345,-10.5250359,-9.210709711,620
0.981158527,0.534028852,1.504420524,-3.055447422,-5.082874445,-5.399248136,0.87056469,-0.783075207,-9.898381547,-7.803382781,621
-0.340411931,-0.042788692,-0.382418399,0.746038308,0.409326645,-0.077355648,-0.874839169,1.817610226,-9.529171306,-6.423936853,622
-2.118837865,-1.40401524,-2.93807153,4.216664096,0.884855119,-0.333363033,-0.334111758,-0.600009145,-3.725791586,-5.17537524,629
-1.257073134,-0.935593582,-1.141531331,-6.654583881,-8.880830061,-10.09437436,-0.155145944,-0.56660385,-9.890395885,-5.28568821,630
0.230308817,0.636340335,0.614413533,-2.116223377,-1.13489341,-1.290484451,0.143824667,0.290033534,-12.07991388,-9.33574163,631
-0.598431104,-1.241581957,-1.022705035,1.334146423,0.540865747,1.037996429,-0.084775665,-0.179845865,-11.08623547,-9.785737265,633
-0.452366889,-0.217792692,-0.246604385,-3.658501971,-7.508025385,-7.847964707,-0.222565496,-0.107936534,-10.29822823,-4.832854643,634
-0.266293691,-0.356055793,-0.349613911,0.361446994,-0.433651856,-0.914594783,-0.014462147,-0.407302036,-12.50526937,-11.81900791,635
-4.249285546,-3.983804898,-5.790461245,0.471167214,-0.316941172,0.151726351,0.066475303,-0.470624673,-4.578038759,-3.025122794,636
-0.318132958,1.704170014,0.201360804,-0.739974334,-0.512558726,-0.973276637,-0.148457147,-0.241424164,-10.13058021,-7.418355581,638
1.30701505,1.883078349,1.629886276,6.306274202,0.989019352,4.746811273,-0.695086748,0.12776879,-6.621655638,-12.54042889,639
-0.211386111,-1.301490771,-0.731119808,3.32499751,-0.44502116,1.442539088,0.702739606,-0.825954343,-0.388051047,-3.004258178,641
-0.29260341,0.563104002,-0.074983853,-1.41224607,0.097458661,0.203337931,2.232820218,-0.224249973,-4.982239025,-3.539641619,646
-0.41470332,0.569299914,-0.458696646,2.915463654,2.593443322,3.699658999,0.197660003,0.387243242,-8.044171611,-11.03844977,650
-0.112488327,-0.305837562,0.072783721,-2.805468658,-6.758338255,-7.287731943,-0.590237171,-0.709222775,-9.482478216,-7.12997525,652
-2.488482301,-1.317255486,-2.923056947,-2.460284554,-2.176364162,-3.291677002,0.316382408,-0.45862042,-8.589280865,-4.918596789,654
-2.393189136,-1.291146874,-2.740847673,-3.238207825,-4.783299695,-6.174367784,-0.30820827,-0.262326887,-9.504837231,-4.41384209,655
-0.534070057,-0.111780358,-0.455948309,-1.580157339,-5.319100759,-5.719862178,0.46835933,-0.447519008,-9.72960102,-8.61843816,656
0.492456658,0.337100046,0.662303083,0.386849427,1.490472224,2.297398,0.519777714,-0.237114812,-5.863481861,-3.153001708,662
-2.225928236,-1.05024894,-2.496856389,-3.340601758,-4.823988992,-6.137104592,0.668413308,-0.591059589,-6.965225074,-4.450961652,663
-0.263803036,-1.234267766,-0.545115633,-0.395961263,-0.095738798,0.260181624,0.660862984,-0.391902407,-7.291089232,-4.396128051,664
-0.864734597,-0.783281681,-0.771849787,-5.070136782,-8.087682492,-8.680076756,0.242270457,-0.48462475,-8.800574893,-4.574795253,665
-1.695312375,-0.75435349,-2.115556391,0.991134507,1.052990485,-0.098060413,0.660491786,-0.23965076,-5.885406173,-6.662921347,670
-0.105225725,-0.115158299,-0.073912488,0.060411981,-4.56196393,-4.663093734,0.183783771,-0.502031621,-7.609891366,-4.928142483,675
-1.816519545,-2.554991036,-2.690550177,0.179689722,1.674449443,0.58733351,1.408594003,-0.295746617,-5.525561128,-3.007459096,676
-0.937790174,-1.473917187,-1.599490556,3.834652795,-1.480827146,-1.345985926,-0.218625166,-0.724140433,-3.096868036,-5.508719496,679
-2.211891582,-2.091447048,-2.697942059,-3.689125407,-6.817697785,-7.843669951,-0.631150901,-0.749692886,-6.319347981,-4.370211513,680
-0.012158969,-0.544181292,0.092619491,-2.519203488,-7.011322436,-7.147995495,-0.452457063,0.179546192,-9.237412006,-4.837130446,683
-0.909018991,-0.657796533,-1.078337661,-0.611840567,-4.616892427,-5.556822078,0.61122447,-0.998583845,-8.770728526,-8.617286441,684
-2.336194381,-1.340755322,-2.860001088,-0.74065747,-1.569979406,-4.682190614,0.523748161,-0.842264948,-11.24567871,-11.70924867,686
-0.560927128,-0.735687083,-0.935990163,2.890875797,2.460607232,1.548605103,-0.282625668,-0.623395733,-8.074992124,-11.26029106,688
-1.131810207,-0.297942538,-1.369648646,1.55731044,-2.983664213,-3.422892946,-0.210881788,-0.110676287,-8.063194105,-9.782923283,689
-1.858631182,-2.44637169,-2.550027698,-1.560563588,-4.038849081,-5.049273753,-0.184571153,-0.308020183,-7.630574866,-4.401791413,690
-2.237024693,0.51512665,-2.453073821,1.944317651,-0.861477539,0.715470904,0.524091636,-0.235585292,-3.857794548,-2.76930231,691
-2.249172698,-2.011394207,-2.963951569,-0.369782985,-0.59697044,-2.747341716,0.313596756,-0.583187431,-5.382514728,-4.311666511,692
-1.290025055,-1.640384734,-1.528311742,-4.229380511,-6.160326973,-7.456106675,-0.015894149,-0.234948673,-11.27674755,-12.72849634,696
-0.775249256,-0.355306702,-0.519475488,-5.603275674,-7.66459394,-9.162857393,0.126721027,-0.692910071,-10.06595269,-8.472119815,697
0.086757295,0.310386918,0.176056238,0.918661945,0.689060244,1.698436636,-0.15670067,0.314731632,-9.286959453,-10.25213512,700
-0.47314099,0.453795673,-0.38964267,0.047098575,-0.610079192,-1.265065863,2.164604934,-0.415507401,-4.859451994,-2.859886103,701
-0.148307799,-0.594650548,0.110740876,-5.522809574,-7.693573871,-9.10994547,0.529506006,-0.692437169,-11.78422268,-13.26563024,702
-1.744958483,0.386794255,-1.729150953,-1.097221387,-4.103273419,-2.652504578,0.149557375,0.078404577,-7.452041708,-3.658374959,704
0.423020428,0.653009833,0.685731652,-0.343314457,-0.212188765,-0.186233832,2.577067601,-0.572488957,-5.068062939,-3.647165442,705
-2.128774506,-0.391650792,-2.779029181,5.431768853,2.992579135,2.980795939,-0.262231296,-0.17887007,-4.799921757,-4.685175363,706
